divesite,country,region,location,X,Y
Garden Eel Cove,United States,Hawaii,Big Island,19.646346,-156.0176178
Pipe Dreams,United States,Hawaii,Big Island,19.726191,-156.061295
Sixth Hole,United States,Hawaii,Big Island,19.92316389,-155.8918139
Pentagon,United States,Hawaii,Big Island,19.92216667,-155.8922722
Landing Craft and Tank,United States,Hawaii,Maui,20.65366741,-156.4506447
Kahekili Beach Park,United States,Hawaii,Maui,20.93466667,-156.6945
Napili Bay,United States,Hawaii,Maui,20.99549971,-156.6672492
Honolua Bay,United States,Hawaii,Maui,21.01435464,-156.6392416
Ahihi Bay,United States,Hawaii,Maui,20.62005215,-156.4433384
Moku Hooniki,United States,Hawaii,Maui,21.13237283,-156.7048538
Molokini Crater,United States,Maui,Molokini Island,20.5,-156.4833333
Rabbit Island,United States,Hawaii,Oahu,21.32197992,-157.6588082
St  Anthony Wreck,United States,Hawaii,Maui,20.69417054,-156.4504731
Turtle Town,United States,Hawaii,Maui,20.66418822,-156.4449692
Kahekili,United States,Hawaii,Maui,20.93641052,-156.693095
Old Kona Airport,United States,Hawaii,Big Island,19.64700819,-156.0158694
Vertical Awareness,United States,Hawaii,Niihau,22.03031409,-160.1015711
Arches,United States,Hawaii,Niihau,21.99191936,-160.0496006
Tunnels Beach,United States,Hawaii,Kauai,22.22716678,-159.5579839
Haleiwa Trench,United States,Hawaii,Oahu,21.59310796,-158.1107819
Three Tables,United States,Hawaii,Oahu,21.64608522,-158.0646962
Cathedrals,United States,Maui,Lanai Island,20.75113767,-156.8615913
Pray for Sex Beach,United States,Hawaii,Oahu,21.52688781,-158.2296038
Hanauma Bay,United States,Hawaii,Oahu,21.27155,-157.6964333
Lehua Crater,United States,Hawaii,Kauai,22.022079,-160.0973225
Anahola Beach Park,United States,Hawaii,Kauai,22.14761207,-159.3044508
South Golden Arches,United States,Hawaii,Big Island,19.64125373,-156.0099792
Koloa Landing,United States,Hawaii,Kauai,21.87880346,-159.4689345
Fantasy Reef,United States,Hawaii,Oahu,21.25914127,-157.7511406
Baby Barge,United States,Hawaii,Oahu,21.2684998,-157.731657
Kewalo Pipe,United States,Hawaii,Oahu,21.28777488,-157.8717327
Kaka ako point,United States,Hawaii,Oahu,21.28041705,-157.8633213
Hanakaoo Beach,United States,Hawaii,Maui,20.90956822,-156.6888142
Black Rock  Sheraton,United States,Hawaii,Maui,20.92708333,-156.6964167
Manta Ray Madness,United States,Hawaii,Big Island,19.559588,-155.967793
Kailua Bay,United States,Hawaii,Big Island,19.63807076,-155.9975982
La -a-loa Bay,United States,Hawaii,Big Island,19.59248333,-155.9712833
Alua Beach,United States,Hawaii,Big Island,19.66718333,-156.0278
Miloli i Bay,United States,Hawaii,Big Island,19.18494333,-155.9069
Mahukona,United States,Hawaii,Big Island,20.18377167,-155.9004617
Five Caves,United States,Hawaii,Maui,20.6761939,-156.4432526
Wailea Beach,United States,Hawaii,Maui,20.68089654,-156.4442396
Tako Flats,United States,Maui,Molokini Island,20.63178333,-156.4975667
Reef s End,United States,Maui,Molokini Island,20.63551667,-156.4984167
Enenue Side,United States,Maui,Molokini Island,20.63476667,-156.4937667
Back Side,United States,Maui,Molokini Island,20.62983333,-156.4957333
Middle Reef,United States,Maui,Molokini Island,20.6318,-156.4964667
YO-257,United States,Hawaii,Oahu,21.26076667,-157.8375
Sea Tiger,United States,Hawaii,Oahu,21.27986667,-157.85995
Corsair Wreck,United States,Hawaii,Oahu,21.25428333,-157.7308333
Kealakekua Bay,United States,Hawaii,Big Island,19.47401667,-155.9191833
Richardson Beach Park,United States,Hawaii,Big Island,19.73592667,-155.0134983
Makaha Caverns,United States,Hawaii,Oahu,21.47505508,-158.2250762
Electric Beach,United States,Hawaii,Oahu,21.35370893,-158.1312203
Halona Blow Hole,United States,Hawaii,Oahu,21.28161167,-157.6775867
Shark s Cove,United States,Hawaii,Oahu,21.65068734,-158.0624056
Hotel Canoas,Brazil,,,-20.24258409,-47.23115936
Bunda do Elefante,Brazil,Rio de Janeiro,Angra dos Reis,-23.15366593,-44.34046995
Primeira praia,Brazil,Bahia,,-13.37777699,-38.91255029
Portinho - Ilha Rasa,Brazil,Rio de Janeiro,,-23.0623099,-43.1484282
Lago Paranoa II,Brazil,Brasilia,,-15.7944248,-47.78489504
Papaní_a,Brazil,Rio de Janeiro,Angra dos Reis,-23.0508723,-44.30908248
Caixa Preta,Brazil,Tocantins,,-9.70243695,-48.3651638
Canyon da Corredeira,Brazil,Sao Paulo,,-20.13852773,-47.29819179
Pedras,Brazil,Amazonas,,-1.902967016,-59.46025014
Canyon do Guarda Sol,Brazil,Sao Paulo,,-20.12132528,-47.31322289
Vale das Tartarugas,Brazil,Sao Paulo,,-20.1470522,-47.2945118
Naufríçgio Draguinha,Brazil,Alagoas,,-9.77745,-35.64893333
Ponte Velha Submersa,Brazil,Sao Paulo,,-20.06879055,-47.41499662
Canyon da Ilha,Brazil,Sao Paulo,,-20.13465767,-47.30281591
Canyon dos Mandis,Brazil,Sao Paulo,,-20.12335014,-47.31073916
Ilha do Xavier,Brazil,Santa Catarina,Bombinhas Florianopolis,-27.60932162,-48.38653564
Mar Aberto,Brazil,Santa Catarina,,-28.7117428,-49.01670456
Praia do Ribeiro,Brazil,Santa Catarina,Bombinhas Florianopolis,-27.14570324,-48.49695683
Rio Pedreira,Brazil,Amapa,,0.5125,-50.92583333
Barragem de Boa Esperaní_a,Brazil,Piaui,,-6.766666667,-43.57111111
Aí_ude do Caldeirí£o,Brazil,Piaui,,-4.342222222,-41.71944444
Aí_ude do Bezerro,Brazil,Piaui,,-4.7675,-42.60222222
Lanchí_n  Goní_alo Cohelo,Brazil,Pernambuco,,-8.502253816,-34.67697144
Remolcador Marte,Brazil,Pernambuco,,-8.510402921,-34.77996826
Ilhota do Sirií_,Brazil,Santa Catarina,Bombinhas Florianopolis,-27.98704973,-48.61804247
Ilha do Coral,Brazil,Santa Catarina,Bombinhas Florianopolis,-27.93585829,-48.54481816
Naufríçgio do Dragí£o,Brazil,Alagoas,,-9.85,-35.71666667
Recifes da Praia do FrancíÈs,Brazil,Alagoas,,-9.768135293,-35.83741844
Lago do Manso,Brazil,Mato Grosso,,-14.84848456,-55.7216692
Dolina - ígua Milagrosa,Brazil,Mato Grosso,,-16.0432151,-57.52783656
Lagoa da Lua,Brazil,Mato Grosso,,-15.37212584,-54.27526116
Tocantins wreck,Brazil,Sao Paulo,,-24.48228609,-46.67777538
Mata Fome,Brazil,Santa Catarina,Bombinhas Florianopolis,-27.42663299,-48.36730957
Gruta Mimoso,Brazil,Mato Grosso do Sul,,-21.13333333,-56.56666667
Cagarras,Brazil,Pernambuco,Fernando de Noronha,-3.812015327,-32.39503384
Ilha dos Papagaios,Brazil,Rio de Janeiro,Cabo,-22.89780181,-41.98254704
Cabeco das Cordas,Brazil,Pernambuco,Fernando de Noronha,-3.804949932,-32.37979889
Buraco do Mero,Brazil,Rio de Janeiro,Cabo,-23.00434255,-41.9863987
Pedras Pretas,Brazil,Santa Catarina,Bombinhas Florianopolis,-27.296969,-48.36555004
Ponta do Meio,Brazil,Santa Catarina,Bombinhas Florianopolis,-27.29464266,-48.36758852
Bahia do Sancho,Brazil,Pernambuco,Fernando de Noronha,-3.853164739,-32.44447231
Ilha do Campeche,Brazil,Santa Catarina,Bombinhas Florianopolis,-27.69831014,-48.46683025
Maraldi,Brazil,Bahia,,-13.00855101,-38.53375196
Caitíç,Brazil,Bahia,,-13.38060168,-38.90481949
Lago Paranoíç,Brazil,Brasilia,,-15.79605401,-47.78904274
Lagoa do Bomfim,Brazil,Rio Grande do Norte,Natal,-6.055892557,-35.20980835
Barrerinha,Brazil,Rio Grande do Norte,Natal,-5.947997288,-34.97360229
Navio do Titanzinho,Brazil,Ceara,,-3.693283333,-38.4265
Bahia de Salvador,Brazil,Bahia,,-12.97252565,-38.53197098
Jequirií_a,Brazil,Bahia,,-13.53288333,-38.85961667
Calhaus,Brazil,Sao Paulo,,-24.32891667,-46.16233333
Cabeco do Arrastado,Brazil,Ceara,,-3.597383333,-38.39048333
Pedreira,Brazil,Sao Paulo,,-23.65388333,-47.52596667
Lupus,Brazil,Pernambuco,,-8.163183333,-34.70546667
Naufragio Amazonas,Brazil,Ceara,,-3.705171863,-38.49248886
Pedra da Boia de Fogo,Brazil,Ceara,,-3.710182449,-38.4967804
Saco do Anequim,Brazil,Rio de Janeiro,Cabo,-22.98003333,-41.9836
Saltador - Ilha dos Porcos,Brazil,Rio de Janeiro,Cabo,-22.96495,-41.99363333
Saco da Abobora - Norte,Brazil,Rio de Janeiro,Cabo,-22.98301667,-41.98825
Saco do Cardeiro,Brazil,Rio de Janeiro,Cabo,-22.9652,-41.99916667
Saco do Cherne,Brazil,Rio de Janeiro,Cabo,-22.96141667,-42.00543333
Ilha dos Porcos - Lado de Fora,Brazil,Rio de Janeiro,Cabo,-22.9631,-41.99096667
Ponta Leste,Brazil,Rio de Janeiro,Cabo,-22.97886667,-41.9818
Lago azul Pirení_polis,Brazil,Goias,,-15.51111111,-48.95333333
Avií£o Bandeirantes,Brazil,Ceara,,-3.564466667,-38.37381667
Naufríçgio Siqueira Campos,Brazil,Ceara,,-4.166666667,-38
Navio Do Pecí©m,Brazil,Ceara,,-3.3975,-38.76277778
Ilha dos Cocos,Brazil,Rio de Janeiro,Paraty,-23.20091667,-44.58363333
Ilha Comprida,Brazil,Rio de Janeiro,Paraty,-23.18995,-44.62376667
Regií£o dos naufríçgios,Brazil,Sao Paulo,,-23.92326707,-45.459795
Montí£o de Trigo,Brazil,Sao Paulo,,-23.8713574,-45.7820034
Grutazul,Brazil,Rio de Janeiro,Cabo,-23.00641642,-42.00774908
Abismo Anhumas - Bonito,Brazil,Mato Grosso do Sul,,-21.14472222,-56.6
Rio da Prata - Bonito,Brazil,Mato Grosso do Sul,,-21.43416667,-56.44166667
Ilha do Meio,Brazil,Pernambuco,Fernando de Noronha,-3.819444444,-32.39555556
Rasa Island,Brazil,Espirito Santo,Espirito Santo and Guarapari,-20.67781667,-40.36618333
Taipus de Fora,Brazil,Bahia,,-13.93856561,-38.92644882
Ilha do Jorge Grego,Brazil,Rio de Janeiro,Angra dos Reis,-23.22699179,-44.15920258
Ilha dos Ratos,Brazil,Rio de Janeiro,Paraty,-23.19780519,-44.60809708
Ilha dos Ganchos,Brazil,Rio de Janeiro,Paraty,-23.17555599,-44.63453293
Prainha,Brazil,Rio de Janeiro,Cabo,-22.96040862,-42.02002287
Lage dos 2 Irmí£os,Brazil,Pernambuco,Fernando de Noronha,-3.847880556,-32.44218611
Porto de Galinhas,Brazil,Pernambuco,,-8.512669444,-34.99756944
Servemar I,Brazil,Pernambuco,,-8.100466667,-34.77988333
Saco do Eustíçquio,Brazil,Sao Paulo,,-23.83709267,-45.2444458
Ressureta,Brazil,Pernambuco,Fernando de Noronha,-3.813672222,-32.39240833
Naufríçgio do Porto,Brazil,Pernambuco,Fernando de Noronha,-3.834485035,-32.40209341
Risca do Zumbi - Risca Seca,Brazil,Rio Grande do Norte,Natal,-5.166666667,-35.18333333
Risca do Zumbi - Cabeí_o Amarelo,Brazil,Rio Grande do Norte,Natal,-5.166666667,-35.18333333
Chata de Noronha,Brazil,Pernambuco,,-7.949483333,-34.73061667
Naufríçgio Reboque,Brazil,Pernambuco,,-8.017233333,-34.69616667
Minuano,Brazil,Pernambuco,,-8.169202778,-34.74784722
Atractores,Brazil,Bahia,,-12.58253353,-38.01031351
Ilha de íncora,Brazil,Rio de Janeiro,Armacao dos Buzios,-22.77511314,-41.82164669
Alvarenga,Brazil,Pernambuco,,-7.945633333,-34.76768333
Lagoa do Uruaí_,Brazil,Ceara,,-4.224444522,-38.08713198
Tartaruguinha,Brazil,Rio Grande do Norte,Natal,-5.754518365,-35.06320953
Ponta Sul da Ilha de Porcos,Brazil,Rio de Janeiro,Cabo,-22.9685189,-41.99422002
Naufríçgio do Sí£o Luiz,Brazil,Rio Grande do Norte,Natal,-5.266666667,-35.15
Serigado de Fora,Brazil,Rio Grande do Norte,Natal,-5.747344875,-35.03265381
Servemar X,Brazil,Pernambuco,,-8.121944444,-34.76277778
Ilha de Buzios,Brazil,Sao Paulo,,-23.80105195,-45.12205124
Ilha Rapada,Brazil,Sao Paulo,,-23.42475,-44.9041
Gales de Maragogi,Brazil,Alagoas,,-9.041961633,-35.19817829
Ilha Anchieta,Brazil,Sao Paulo,,-23.53613371,-45.06917953
California,Brazil,Rio de Janeiro,Angra dos Reis,-23.15931667,-44.35015
Helicoptero,Brazil,Rio de Janeiro,Angra dos Reis,-23.10956667,-44.266
Ilha dos Meros - Ponta Sul,Brazil,Rio de Janeiro,Paraty,-23.18673333,-44.57791667
Lagoa Verde,Brazil,Rio de Janeiro,Angra dos Reis,-23.1374,-44.32339722
Parcel do Coronel,Brazil,Rio de Janeiro,Angra dos Reis,-23.09861667,-44.40569722
Araí_atibinha,Brazil,Rio de Janeiro,Angra dos Reis,-23.15593333,-44.33411389
Lagoa Azul,Brazil,Rio de Janeiro,Angra dos Reis,-23.08225,-44.23944722
Boca do Boqueirao,Brazil,Rio de Janeiro,Angra dos Reis,-23.13256667,-44.31401389
Ponta Grossa,Brazil,Rio de Janeiro,Angra dos Reis,-23.11575,-44.29748056
Pinguino,Brazil,Rio de Janeiro,Angra dos Reis,-23.11783333,-44.28333333
Lage Branca,Brazil,Rio de Janeiro,Angra dos Reis,-23.13748333,-44.34633333
Ponta da Ilha Longa,Brazil,Rio de Janeiro,Angra dos Reis,-23.13917611,-44.32691574
Naufríçgio do Comandante Pessoa,Brazil,Rio Grande do Norte,Natal,-5.145383333,-35.2184
Ilha Vitoria,Brazil,Sao Paulo,,-23.74958434,-45.01723051
Praia do Julií£o,Brazil,Sao Paulo,,-23.8533038,-45.4170084
Lagoa dos Ingleses,Brazil,Minas Gerais,,-20.16884726,-43.9633584
Pirapama,Brazil,Pernambuco,,-8.05,-34.76666667
Mercurius,Brazil,Pernambuco,,-8.07875,-34.7337
Taurus,Brazil,Pernambuco,,-8.066666667,-34.75
Vapor de Baixo,Brazil,Pernambuco,,-8.05,-34.78333333
Saveiros,Brazil,Pernambuco,,-8.07545,-34.7219
Ilha das Couves - Paredinha das Miriquites,Brazil,Sao Paulo,,-23.42355556,-44.85771667
Baia do Farol,Brazil,Santa Catarina,Bombinhas Florianopolis,-27.2969976,-48.36271763
Ponta do Farol,Brazil,Santa Catarina,Bombinhas Florianopolis,-27.30200288,-48.35718155
Vapor Bahia,Brazil,Pernambuco,,-7.579766667,-34.70253333
Cordilheira do Sul,Brazil,Santa Catarina,Bombinhas Florianopolis,-27.28522238,-48.37966919
Calhau de Sí£o Pedro,Brazil,Santa Catarina,Bombinhas Florianopolis,-27.25115,-48.422
Parcel de Boi,Brazil,Santa Catarina,Bombinhas Florianopolis,-27.28911263,-48.37855339
Lagoinha,Brazil,Santa Catarina,Bombinhas Florianopolis,-27.14651474,-48.48201692
Parque da Galheta,Brazil,Santa Catarina,Bombinhas Florianopolis,-27.12598208,-48.51262629
Estaleiro,Brazil,Santa Catarina,Bombinhas Florianopolis,-27.11752636,-48.52100015
Sepultura,Brazil,Santa Catarina,Bombinhas Florianopolis,-27.13990326,-48.48015547
Ponta de Porto Belo,Brazil,Santa Catarina,Bombinhas Florianopolis,-27.11158644,-48.50674689
Enseada da Praia Vermelha,Brazil,Rio de Janeiro,Cabo,-22.98676279,-41.9929862
Caverna da Sapata,Brazil,Pernambuco,Fernando de Noronha,-3.874643215,-32.47470081
Pedras Secas,Brazil,Pernambuco,Fernando de Noronha,-3.850242383,-32.37345815
Pirangi,Brazil,Rio Grande do Norte,Natal,-5.956534082,-35.11470795
Saco do Vidal,Brazil,Santa Catarina,Bombinhas Florianopolis,-27.29759348,-48.3590591
Saco do Capim,Brazil,Santa Catarina,Bombinhas Florianopolis,-27.28323906,-48.37473392
Baia do Engenho,Brazil,Santa Catarina,Bombinhas Florianopolis,-27.29277392,-48.36756706
Ilha das Cabras,Brazil,Sao Paulo,,-23.83018368,-45.39334059
Lago Azul Mara Rosa,Brazil,Goias,,-13.97994444,-49.27386111
Santa Catarina,Brazil,Santa Catarina,Bombinhas Florianopolis,-27.28819729,-48.37005615
Batente das Agulhas,Brazil,Rio Grande do Norte,Natal,-5.623160947,-35.15693665
Ilha Escalvada,Brazil,Espirito Santo,Espirito Santo and Guarapari,-20.69998664,-40.40701747
Victory 8B,Brazil,Espirito Santo,Espirito Santo and Guarapari,-20.68986667,-40.38985
Baia Das Tartarugas,Brazil,Santa Catarina,Bombinhas Florianopolis,-27.28988056,-48.36899444
Recanto do campin,Brazil,Santa Catarina,Bombinhas Florianopolis,-27.28505278,-48.37106389
Ilha Grande,Brazil,Rio de Janeiro,Angra dos Reis,-23.10625998,-44.33395386
Saco do Oratí_rio,Brazil,Sao Paulo,,-24.11316667,-45.70471667
Queimada Grande,Brazil,Sao Paulo,,-24.481,-46.67201667
Corveta V-17 Ipiranga,Brazil,Pernambuco,Fernando de Noronha,-3.851944444,-32.47805556
Laje de Santos State Park,Brazil,Sao Paulo,,-24.32096667,-46.18171667
Stacked Hulls,Canada,Ontario,Lake Ontario,44.21734935,-76.51849851
Windmill Point Park,Canada,Ontario,,42.88308841,-79.00059994
Beachcomber South Wall,Canada,British Columbia,Vancouver Island,49.310835,-124.212933
Beachcomber Deep Wall,Canada,British Columbia,Vancouver Island,49.31581499,-124.220014
Swing Bridge,Canada,Ontario,,42.9770848,-79.25525826
Ontario St Bridge,Canada,Ontario,,42.97379332,-79.25688367
Zealandia Wreck   Grand Narrows,Canada,Nova Scotia,,45.95888968,-60.79737523
Chippawa Creek Leg 1,Canada,Ontario,Lake Ontario,43.05964535,-79.05277937
Chippawa Creek Drift - Leg 2,Canada,Ontario,,43.05269463,-79.060058
Alexandria,Canada,Ontario,Lake Ontario,43.72869519,-79.21115038
P  B  Locke,Canada,Ontario,Lake Ontario,43.916183,-78.298783
Julia B  Merrill,Canada,Ontario,Lake Ontario,43.618983,-79.445717
Glendora,Canada,Ontario,Lake Ontario,44.142633,-76.6342
Lyman Davis,Canada,Ontario,Lake Ontario,43.6022,-79.4166
Seymour Bay,Canada,British Columbia,Lower Mainland,49.34199115,-123.3565853
HMCS Annapolis,Canada,British Columbia,Lower Mainland,49.4499298,-123.3292965
Tuwanek spit,Canada,British Columbia,Lower Mainland,49.54526665,-123.7638523
Confederation Wreck,Canada,Ontario,,43.24595491,-79.74058024
Tiller Wreck,Canada,Ontario,,43.24615,-79.28458056
Sherkston Shores Quarry,Canada,Ontario,,42.87092507,-79.13178853
Welland Scuba Park,Canada,Ontario,,42.98086036,-79.25572268
Sambro Bridge,Canada,Nova Scotia,,44.48347222,-63.59788333
Iona,Canada,Nova Scotia,,45.9612,-60.80297222
Walton Gypsum Quarry,Canada,Nova Scotia,,45.22663056,-63.98764167
Herring Cove - Hebridean Park,Canada,Nova Scotia,,44.56929504,-63.55685528
Hayes Gardens,Canada,Nova Scotia,,44.577025,-63.5504
Prospect - Indian Pt Rd Cove,Canada,Nova Scotia,,44.47062922,-63.79316086
New Harbour,Canada,Nova Scotia,,44.47345833,-64.08943333
Princess Lodge,Canada,Nova Scotia,,44.69109167,-63.65866944
Africville Park,Canada,Nova Scotia,,44.67605177,-63.61545593
Arctic Trader shipwreck,Canada,Nova Scotia,,44.918276,-62.515953
Fox Point Anglican Church,Canada,Nova Scotia,,44.612865,-64.058663
Indian Point,Canada,Nova Scotia,,44.63324376,-63.93544883
Isabells Beach,Canada,Nova Scotia,,44.47083791,-63.57806861
CCG Ready,Canada,British Columbia,Lower Mainland,49.61937778,-123.2082472
Hubbards Shrimp Cannery Beach,Canada,Nova Scotia,,44.63710563,-64.05990525
Lower Prospect Community Wharf,Canada,Nova Scotia,,44.45103761,-63.72609973
Long Cove,Canada,Nova Scotia,,44.46798401,-63.65745664
Aloha- Effie Mai,Canada,Ontario,,44.16447446,-76.56852722
HMCS Chaudriere,Canada,British Columbia,Lower Mainland,49.628233,-123.81165
Costa Rican Trader Shipwreck,Canada,Nova Scotia,,44.55369729,-63.55513841
The fish shack,Canada,Nova Scotia,,44.5741974,-64.04230669
Sandy Cove  Sambro Area,Canada,Nova Scotia,,44.46941576,-63.55861187
Sigma 2,Canada,Quebec,,48.06821466,-77.45867729
The Juno Shipwreck,Canada,Ontario,Lake Ontario,43.88500351,-78.67411494
Cranberry cove,Canada,Nova Scotia,,44.50027039,-63.92152548
Bayswater,Canada,Nova Scotia,,44.50749444,-64.05629444
Whiskey Cove,Canada,British Columbia,Lower Mainland,49.32218148,-122.9268676
Racoon Island,Canada,British Columbia,Lower Mainland,49.34044758,-122.9042244
Belcarra Park,Canada,British Columbia,Lower Mainland,49.31323298,-122.92786
Prospect Community Wharf,Canada,Nova Scotia,,44.46874965,-63.78419638
Lovering Lakes,Canada,Saskatchewan,,50.84122525,-105.626775
East Blue Lake,Canada,Manitoba,,51.60525123,-100.9131575
Power House,Canada,Ontario,,45.02033781,-74.83045578
Knowlton Landing Jetty,Canada,Quebec,,45.15150725,-72.28965282
Canal Soulanges,Canada,Quebec,,45.3312867,-73.96788955
The Robert Gaskin,Canada,Ontario,,44.58915301,-75.67719698
Centeen Park,Canada,Ontario,,44.59192649,-75.67717552
New Bear Cove,Canada,Nova Scotia,,44.53873352,-63.54263663
Mill Cove,Canada,Nova Scotia,,44.58754845,-64.06153679
Fox Point Beach,Canada,Nova Scotia,,44.59662507,-64.06095743
Baie Dorí©e,Canada,Quebec,,45.98241089,-75.06649017
Kinghorn,Canada,Ontario,,44.37659292,-75.93171716
Vermont,Canada,Quebec,,45.0648219,-73.32974911
Ivy Lea Campground Beach,Canada,Ontario,,44.36531911,-75.98160625
Ash Island Barge,Canada,Ontario,,44.35810886,-75.99672318
Eastcliffe Hall,Canada,Ontario,,44.9243991,-75.10073662
Sandy Cove  Terence Bay,Canada,Nova Scotia,,44.46183669,-63.70820001
Eagle Island,Canada,British Columbia,Vancouver Island,49.24231496,-125.9157443
North Dunlap Island,Canada,British Columbia,Vancouver Island,49.22083467,-125.9424698
MV Gulfstream,Canada,British Columbia,Lower Mainland,49.94609734,-124.7225261
April Point,Canada,British Columbia,,50.06314488,-125.2370167
Gladstone,Canada,Ontario,,43.00572594,-82.40883887
Monarch,Canada,Ontario,,42.99603164,-82.42405772
George T Davie,Canada,Ontario,Lake Ontario,44.09448945,-76.56921387
Cornwall,Canada,Ontario,Lake Ontario,44.11864858,-76.6557312
Black Rock Beach,Canada,Nova Scotia,,44.62431222,-63.56405675
Paddys Head,Canada,Nova Scotia,,44.52637232,-63.94830197
Peggys Cove,Canada,Nova Scotia,,44.49220812,-63.91880572
Fergusons Cove,Canada,Nova Scotia,,44.60306494,-63.55721176
Portugal Cove - St  Phillip s,Canada,,,47.62745451,-52.85951614
Wall Beach,Canada,British Columbia,Vancouver Island,49.30365675,-124.2161465
The Rothesay,Canada,Ontario,,44.70025227,-75.52838266
Lookout Point,Canada,British Columbia,Lower Mainland,49.37579639,-123.2891214
Copper Cove Road,Canada,British Columbia,Lower Mainland,49.37833206,-123.2798249
Parliament Rock,Canada,Nova Scotia,,44.5034001,-63.51880789
Cross Island,Canada,Nova Scotia,,44.31444444,-64.20055556
Big Duck Island,Canada,Nova Scotia,,44.34148333,-64.14898333
Ovens point - Rose Bay,Canada,Nova Scotia,,44.31527778,-64.25805556
Bush Island,Canada,Nova Scotia,,44.23944444,-64.36916667
Hell Rackets,Canada,Nova Scotia,,44.39333333,-64.20666667
Second Penninsula,Canada,Nova Scotia,,44.40583333,-64.27916667
Wee Hawk,Canada,Ontario,,44.77694444,-75.39972222
Bergeronne Trader,Canada,Quebec,,48.31805556,-69.41388889
Bassin de Montreal,Canada,Quebec,,45.55959447,-73.54972243
Cedar Hill,Canada,Ontario,,44.80631293,-81.00798547
Gullivers Lake,Canada,Ontario,,43.35977484,-80.02077162
Innerkip Quarry,Canada,Ontario,,43.20085885,-80.69659442
McCurdy Point,Canada,British Columbia,Vancouver Island,48.56096667,-123.5201667
Little Group Islands,Canada,British Columbia,Vancouver Island,48.67166667,-123.3666667
Johnstone Reef,Canada,British Columbia,Vancouver Island,48.47833333,-123.2716667
Joan Rock,Canada,British Columbia,Vancouver Island,48.69,-123.3166667
Imrie Island,Canada,British Columbia,Vancouver Island,48.695,-123.3316667
Christe Islet,Canada,British Columbia,Lower Mainland,49.49944444,-123.3019444
Graham s Wall,Canada,British Columbia,Vancouver Island,48.67,-123.3216667
Fulford Reef,Canada,British Columbia,Vancouver Island,48.44666667,-123.24
Esquimalt Lagoon,Canada,British Columbia,Vancouver Island,48.42833333,-123.4583333
Dyer Rocks,Canada,British Columbia,Vancouver Island,48.62333333,-123.4833333
Cooper Reef,Canada,British Columbia,Vancouver Island,48.67,-123.275
Chain Islet,Canada,British Columbia,Vancouver Island,48.42166667,-123.2666667
Canoe Rock,Canada,British Columbia,Vancouver Island,48.73333333,-123.3383333
Burial Islet,Canada,British Columbia,Vancouver Island,48.77,-123.5616667
Brotchie Ledge Wreck,Canada,British Columbia,Vancouver Island,48.40666667,-123.3866667
Brinn Rock,Canada,British Columbia,Vancouver Island,48.425,-123.22
Bold Bluff Point,Canada,British Columbia,Vancouver Island,48.78833333,-123.5533333
Beechey Head,Canada,British Columbia,Vancouver Island,48.31333333,-123.6533333
Arbutus Island,Canada,British Columbia,Vancouver Island,48.70666667,-123.435
Arachne Reef,Canada,British Columbia,Vancouver Island,48.685,-123.2933333
Wexford Wreck,Canada,Ontario,Lake Huron,43.4005,-81.88833333
Wawinet Wreck,Canada,Ontario,Lake Huron,44.82145,-79.86825
North Wind Wreck,Canada,Ontario,Lake Huron,46.06018333,-82.20236667
Michigan,Canada,Ontario,Lake Huron,44.91611667,-80.20416667
Marquette Wreck,Canada,Ontario,Lake Huron,44.9113,-80.15686667
Mapledawn Wreck,Canada,Ontario,Lake Huron,44.86746667,-80.24381667
Lottie Wolf Wreck,Canada,Ontario,Lake Huron,44.9172,-80.16283333
Panther Wreck,Canada,Ontario,Lake Superior,46.64445,-84.80805
Edmund Fitzgerald Wreck,Canada,Ontario,Lake Superior,46.9985,-85.11
Sligo Wreck,Canada,Ontario,Lake Ontario,43.615,-79.45146667
Olive Branch Wreck,Canada,Ontario,Lake Ontario,43.93166667,-76.73666667
Munson Wreck,Canada,Ontario,Lake Ontario,44.20888333,-76.60765
Katie Eccles Wreck,Canada,Ontario,Lake Ontario,44.00966667,-76.74215
George A  Marsh Wreck,Canada,Ontario,Lake Ontario,44.12683333,-76.6028
Frontenac Wreck,Canada,Ontario,Lake Ontario,44.01871667,-76.60201667
Wilma Wreck,Canada,Ontario,Lake Erie,42.70283333,-80.03446667
Willis Wreck,Canada,Ontario,Lake Erie,41.94111667,-82.1686
Trade Wind Wreck,Canada,Ontario,Lake Erie,42.42526667,-80.20093333
Tasmania Wreck,Canada,Ontario,Lake Erie,41.79166667,-82.50528333
Specular Wreck,Canada,Ontario,Lake Erie,41.82288333,-82.53616667
Raleigh Wreck,Canada,Ontario,Lake Erie,42.86541667,-79.15423333
Pascal P  Pratt Wreck,Canada,Ontario,Lake Erie,42.56136667,-80.09048333
Nimrod Wreck,Canada,Ontario,Lake Erie,42.37666667,-81.005
M  I  Wilcox Wreck,Canada,Ontario,Lake Erie,41.9805,-82.94083333
Merida Wreck,Canada,Ontario,Lake Erie,42.23258333,-81.34648333
Lycoming Wreck,Canada,Ontario,Lake Erie,42.2513,-81.88973333
Little Wissahickon,Canada,Ontario,Lake Erie,41.9,-81.94635
George Worthington Wreck,Canada,Ontario,Lake Erie,41.945,-82.855
Frank E  Vigor Wreck,Canada,Ontario,Lake Erie,41.95908333,-81.95403333
Cecil J  Wreck,Canada,Ontario,Lake Erie,42.76308333,-80.22813333
