divesite,country,region,location,X,Y
Sixth Hole,United States,Hawaii,Big Island,-155.8918139,19.92316389
Pentagon,United States,Hawaii,Big Island,-155.8922722,19.92216667
Landing Craft and Tank,United States,Hawaii,Maui,-156.4506447,20.65366741
Kahekili Beach Park,United States,Hawaii,Maui,-156.6945,20.93466667
Napili Bay,United States,Hawaii,Maui,-156.6672492,20.99549971
Honolua Bay,United States,Hawaii,Maui,-156.6392416,21.01435464
Ahihi Bay,United States,Hawaii,Maui,-156.4433384,20.62005215
Moku Hooniki,United States,Hawaii,Maui,-156.7048538,21.13237283
Molokini Crater,United States,Maui,Molokini Island,-156.4833333,20.5
Rabbit Island,United States,Hawaii,Oahu,-157.6588082,21.32197992
St  Anthony Wreck,United States,Hawaii,Maui,-156.4504731,20.69417054
Turtle Town,United States,Hawaii,Maui,-156.4449692,20.66418822
Kahekili,United States,Hawaii,Maui,-156.693095,20.93641052
Old Kona Airport,United States,Hawaii,Big Island,-156.0158694,19.64700819
Vertical Awareness,United States,Hawaii,Niihau,-160.1015711,22.03031409
Arches,United States,Hawaii,Niihau,-160.0496006,21.99191936
Tunnels Beach,United States,Hawaii,Kauai,-159.5579839,22.22716678
Haleiwa Trench,United States,Hawaii,Oahu,-158.1107819,21.59310796
Three Tables,United States,Hawaii,Oahu,-158.0646962,21.64608522
Cathedrals,United States,Maui,Lanai Island,-156.8615913,20.75113767
Pray for Sex Beach,United States,Hawaii,Oahu,-158.2296038,21.52688781
Hanauma Bay,United States,Hawaii,Oahu,-157.6964333,21.27155
Lehua Crater,United States,Hawaii,Kauai,-160.0973225,22.022079
Anahola Beach Park,United States,Hawaii,Kauai,-159.3044508,22.14761207
South Golden Arches,United States,Hawaii,Big Island,-156.0099792,19.64125373
Koloa Landing,United States,Hawaii,Kauai,-159.4689345,21.87880346
Fantasy Reef,United States,Hawaii,Oahu,-157.7511406,21.25914127
Baby Barge,United States,Hawaii,Oahu,-157.731657,21.2684998
Kewalo Pipe,United States,Hawaii,Oahu,-157.8717327,21.28777488
Kaka ako point,United States,Hawaii,Oahu,-157.8633213,21.28041705
Hanakaoo Beach,United States,Hawaii,Maui,-156.6888142,20.90956822
Black Rock  Sheraton ,United States,Hawaii,Maui,-156.6964167,20.92708333
Manta Ray Madness,United States,Hawaii,Big Island,-155.967793,19.559588
Kailua Bay,United States,Hawaii,Big Island,-155.9975982,19.63807076
La -a-loa Bay,United States,Hawaii,Big Island,-155.9712833,19.59248333
Alua Beach,United States,Hawaii,Big Island,-156.0278,19.66718333
Miloli i Bay,United States,Hawaii,Big Island,-155.9069,19.18494333
Mahukona,United States,Hawaii,Big Island,-155.9004617,20.18377167
Five Caves,United States,Hawaii,Maui,-156.4432526,20.6761939
Wailea Beach,United States,Hawaii,Maui,-156.4442396,20.68089654
Tako Flats,United States,Maui,Molokini Island,-156.4975667,20.63178333
Reef s End,United States,Maui,Molokini Island,-156.4984167,20.63551667
Enenue Side,United States,Maui,Molokini Island,-156.4937667,20.63476667
Back Side,United States,Maui,Molokini Island,-156.4957333,20.62983333
Middle Reef,United States,Maui,Molokini Island,-156.4964667,20.6318
YO-257,United States,Hawaii,Oahu,-157.8375,21.26076667
Sea Tiger,United States,Hawaii,Oahu,-157.85995,21.27986667
Corsair Wreck,United States,Hawaii,Oahu,-157.7308333,21.25428333
Kealakekua Bay,United States,Hawaii,Big Island,-155.9191833,19.47401667
Richardson Beach Park,United States,Hawaii,Big Island,-155.0134983,19.73592667
Makaha Caverns,United States,Hawaii,Oahu,-158.2250762,21.47505508
Electric Beach,United States,Hawaii,Oahu,-158.1312203,21.35370893
Halona Blow Hole,United States,Hawaii,Oahu,-157.6775867,21.28161167
Shark s Cove,United States,Hawaii,Oahu,-158.0624056,21.65068734
Hotel Canoas,Brazil,,,-47.23115936,-20.24258409
Bunda do Elefante,Brazil,Rio de Janeiro,Angra dos Reis,-44.34046995,-23.15366593
Primeira praia,Brazil,Bahia,,-38.91255029,-13.37777699
Portinho - Ilha Rasa,Brazil,Rio de Janeiro,,-43.1484282,-23.0623099
Lago Paranoa II,Brazil,Brasilia,,-47.78489504,-15.7944248
PapanÌ_a,Brazil,Rio de Janeiro,Angra dos Reis,-44.30908248,-23.0508723
Caixa Preta,Brazil,Tocantins,,-48.3651638,-9.70243695
Canyon da Corredeira,Brazil,Sao Paulo,,-47.29819179,-20.13852773
Pedras,Brazil,Amazonas,,-59.46025014,-1.902967016
Canyon do Guarda Sol,Brazil,Sao Paulo,,-47.31322289,-20.12132528
Vale das Tartarugas,Brazil,Sao Paulo,,-47.2945118,-20.1470522
NaufrÌÁgio Draguinha,Brazil,Alagoas,,-35.64893333,-9.77745
Ponte Velha Submersa,Brazil,Sao Paulo,,-47.41499662,-20.06879055
Canyon da Ilha,Brazil,Sao Paulo,,-47.30281591,-20.13465767
Canyon dos Mandis,Brazil,Sao Paulo,,-47.31073916,-20.12335014
Ilha do Xavier,Brazil,Santa Catarina,Bombinhas Florianopolis,-48.38653564,-27.60932162
Mar Aberto,Brazil,Santa Catarina,,-49.01670456,-28.7117428
Praia do Ribeiro,Brazil,Santa Catarina,Bombinhas Florianopolis,-48.49695683,-27.14570324
Rio Pedreira,Brazil,Amapa,,-50.92583333,0.5125
Barragem de Boa EsperanÌ_a,Brazil,Piaui,,-43.57111111,-6.766666667
AÌ_ude do CaldeirÌ£o,Brazil,Piaui,,-41.71944444,-4.342222222
AÌ_ude do Bezerro,Brazil,Piaui,,-42.60222222,-4.7675
 LanchÌ_n  GonÌ_alo Cohelo ,Brazil,Pernambuco,,-34.67697144,-8.502253816
Remolcador Marte,Brazil,Pernambuco,,-34.77996826,-8.510402921
Ilhota do SiriÌ_,Brazil,Santa Catarina,Bombinhas Florianopolis,-48.61804247,-27.98704973
Ilha do Coral,Brazil,Santa Catarina,Bombinhas Florianopolis,-48.54481816,-27.93585829
NaufrÌÁgio do DragÌ£o,Brazil,Alagoas,,-35.71666667,-9.85
Recifes da Praia do FrancÌ»s,Brazil,Alagoas,,-35.83741844,-9.768135293
Lago do Manso,Brazil,Mato Grosso,,-55.7216692,-14.84848456
Dolina - ÌÅgua Milagrosa,Brazil,Mato Grosso,,-57.52783656,-16.0432151
Lagoa da Lua,Brazil,Mato Grosso,,-54.27526116,-15.37212584
Tocantins wreck,Brazil,Sao Paulo,,-46.67777538,-24.48228609
Mata Fome,Brazil,Santa Catarina,Bombinhas Florianopolis,-48.36730957,-27.42663299
Gruta Mimoso,Brazil,Mato Grosso do Sul,,-56.56666667,-21.13333333
Cagarras,Brazil,Pernambuco,Fernando de Noronha,-32.39503384,-3.812015327
Ilha dos Papagaios,Brazil,Rio de Janeiro,Cabo,-41.98254704,-22.89780181
Cabeco das Cordas,Brazil,Pernambuco,Fernando de Noronha,-32.37979889,-3.804949932
Buraco do Mero,Brazil,Rio de Janeiro,Cabo,-41.9863987,-23.00434255
Pedras Pretas,Brazil,Santa Catarina,Bombinhas Florianopolis,-48.36555004,-27.296969
Ponta do Meio,Brazil,Santa Catarina,Bombinhas Florianopolis,-48.36758852,-27.29464266
Bahia do Sancho,Brazil,Pernambuco,Fernando de Noronha,-32.44447231,-3.853164739
Ilha do Campeche,Brazil,Santa Catarina,Bombinhas Florianopolis,-48.46683025,-27.69831014
Maraldi,Brazil,Bahia,,-38.53375196,-13.00855101
CaitÌÁ,Brazil,Bahia,,-38.90481949,-13.38060168
Lago ParanoÌÁ,Brazil,Brasilia,,-47.78904274,-15.79605401
Lagoa do Bomfim,Brazil,Rio Grande do Norte,Natal,-35.20980835,-6.055892557
Barrerinha,Brazil,Rio Grande do Norte,Natal,-34.97360229,-5.947997288
Navio do Titanzinho,Brazil,Ceara,,-38.4265,-3.693283333
Bahia de Salvador,Brazil,Bahia,,-38.53197098,-12.97252565
JequiriÌ_a,Brazil,Bahia,,-38.85961667,-13.53288333
Calhaus,Brazil,Sao Paulo,,-46.16233333,-24.32891667
Cabeco do Arrastado,Brazil,Ceara,,-38.39048333,-3.597383333
Pedreira,Brazil,Sao Paulo,,-47.52596667,-23.65388333
Lupus,Brazil,Pernambuco,,-34.70546667,-8.163183333
Naufragio Amazonas,Brazil,Ceara,,-38.49248886,-3.705171863
Pedra da Boia de Fogo,Brazil,Ceara,,-38.4967804,-3.710182449
Saco do Anequim,Brazil,Rio de Janeiro,Cabo,-41.9836,-22.98003333
Saltador - Ilha dos Porcos,Brazil,Rio de Janeiro,Cabo,-41.99363333,-22.96495
Saco da Abobora - Norte,Brazil,Rio de Janeiro,Cabo,-41.98825,-22.98301667
Saco do Cardeiro,Brazil,Rio de Janeiro,Cabo,-41.99916667,-22.9652
Saco do Cherne,Brazil,Rio de Janeiro,Cabo,-42.00543333,-22.96141667
Ilha dos Porcos - Lado de Fora,Brazil,Rio de Janeiro,Cabo,-41.99096667,-22.9631
Ponta Leste,Brazil,Rio de Janeiro,Cabo,-41.9818,-22.97886667
Lago azul PirenÌ_polis,Brazil,Goias,,-48.95333333,-15.51111111
AviÌ£o Bandeirantes,Brazil,Ceara,,-38.37381667,-3.564466667
NaufrÌÁgio Siqueira Campos,Brazil,Ceara,,-38,-4.166666667
Navio Do PecÌ©m,Brazil,Ceara,,-38.76277778,-3.3975
Ilha dos Cocos,Brazil,Rio de Janeiro,Paraty,-44.58363333,-23.20091667
Ilha Comprida,Brazil,Rio de Janeiro,Paraty,-44.62376667,-23.18995
RegiÌ£o dos naufrÌÁgios,Brazil,Sao Paulo,,-45.459795,-23.92326707
MontÌ£o de Trigo,Brazil,Sao Paulo,,-45.7820034,-23.8713574
Grutazul,Brazil,Rio de Janeiro,Cabo,-42.00774908,-23.00641642
Abismo Anhumas - Bonito,Brazil,Mato Grosso do Sul,,-56.6,-21.14472222
Rio da Prata - Bonito,Brazil,Mato Grosso do Sul,,-56.44166667,-21.43416667
Ilha do Meio,Brazil,Pernambuco,Fernando de Noronha,-32.39555556,-3.819444444
Rasa Island,Brazil,Espirito Santo,Espirito Santo and Guarapari,-40.36618333,-20.67781667
Taipus de Fora,Brazil,Bahia,,-38.92644882,-13.93856561
Ilha do Jorge Grego,Brazil,Rio de Janeiro,Angra dos Reis,-44.15920258,-23.22699179
Ilha dos Ratos,Brazil,Rio de Janeiro,Paraty,-44.60809708,-23.19780519
Ilha dos Ganchos,Brazil,Rio de Janeiro,Paraty,-44.63453293,-23.17555599
Prainha,Brazil,Rio de Janeiro,Cabo,-42.02002287,-22.96040862
Lage dos 2 IrmÌ£os,Brazil,Pernambuco,Fernando de Noronha,-32.44218611,-3.847880556
Porto de Galinhas,Brazil,Pernambuco,,-34.99756944,-8.512669444
Servemar I,Brazil,Pernambuco,,-34.77988333,-8.100466667
Saco do EustÌÁquio,Brazil,Sao Paulo,,-45.2444458,-23.83709267
Ressureta,Brazil,Pernambuco,Fernando de Noronha,-32.39240833,-3.813672222
NaufrÌÁgio do Porto,Brazil,Pernambuco,Fernando de Noronha,-32.40209341,-3.834485035
Risca do Zumbi - Risca Seca,Brazil,Rio Grande do Norte,Natal,-35.18333333,-5.166666667
Risca do Zumbi - CabeÌ_o Amarelo,Brazil,Rio Grande do Norte,Natal,-35.18333333,-5.166666667
Chata de Noronha,Brazil,Pernambuco,,-34.73061667,-7.949483333
NaufrÌÁgio Reboque,Brazil,Pernambuco,,-34.69616667,-8.017233333
Minuano,Brazil,Pernambuco,,-34.74784722,-8.169202778
Atractores,Brazil,Bahia,,-38.01031351,-12.58253353
Ilha de Ìâncora,Brazil,Rio de Janeiro,Armacao dos Buzios,-41.82164669,-22.77511314
Alvarenga,Brazil,Pernambuco,,-34.76768333,-7.945633333
Lagoa do UruaÌ_,Brazil,Ceara,,-38.08713198,-4.224444522
Tartaruguinha,Brazil,Rio Grande do Norte,Natal,-35.06320953,-5.754518365
Ponta Sul da Ilha de Porcos,Brazil,Rio de Janeiro,Cabo,-41.99422002,-22.9685189
NaufrÌÁgio do SÌ£o Luiz,Brazil,Rio Grande do Norte,Natal,-35.15,-5.266666667
Serigado de Fora,Brazil,Rio Grande do Norte,Natal,-35.03265381,-5.747344875
Servemar X,Brazil,Pernambuco,,-34.76277778,-8.121944444
Ilha de Buzios,Brazil,Sao Paulo,,-45.12205124,-23.80105195
Ilha Rapada,Brazil,Sao Paulo,,-44.9041,-23.42475
Gales de Maragogi,Brazil,Alagoas,,-35.19817829,-9.041961633
Ilha Anchieta,Brazil,Sao Paulo,,-45.06917953,-23.53613371
California,Brazil,Rio de Janeiro,Angra dos Reis,-44.35015,-23.15931667
Helicoptero,Brazil,Rio de Janeiro,Angra dos Reis,-44.266,-23.10956667
Ilha dos Meros - Ponta Sul,Brazil,Rio de Janeiro,Paraty,-44.57791667,-23.18673333
Lagoa Verde,Brazil,Rio de Janeiro,Angra dos Reis,-44.32339722,-23.1374
Parcel do Coronel,Brazil,Rio de Janeiro,Angra dos Reis,-44.40569722,-23.09861667
AraÌ_atibinha,Brazil,Rio de Janeiro,Angra dos Reis,-44.33411389,-23.15593333
Lagoa Azul,Brazil,Rio de Janeiro,Angra dos Reis,-44.23944722,-23.08225
Boca do Boqueirao,Brazil,Rio de Janeiro,Angra dos Reis,-44.31401389,-23.13256667
Ponta Grossa,Brazil,Rio de Janeiro,Angra dos Reis,-44.29748056,-23.11575
Pinguino,Brazil,Rio de Janeiro,Angra dos Reis,-44.28333333,-23.11783333
Lage Branca,Brazil,Rio de Janeiro,Angra dos Reis,-44.34633333,-23.13748333
Ponta da Ilha Longa,Brazil,Rio de Janeiro,Angra dos Reis,-44.32691574,-23.13917611
NaufrÌÁgio do Comandante Pessoa,Brazil,Rio Grande do Norte,Natal,-35.2184,-5.145383333
Ilha Vitoria,Brazil,Sao Paulo,,-45.01723051,-23.74958434
Praia do JuliÌ£o,Brazil,Sao Paulo,,-45.4170084,-23.8533038
Lagoa dos Ingleses,Brazil,Minas Gerais,,-43.9633584,-20.16884726
Pirapama,Brazil,Pernambuco,,-34.76666667,-8.05
Mercurius,Brazil,Pernambuco,,-34.7337,-8.07875
Taurus,Brazil,Pernambuco,,-34.75,-8.066666667
Vapor de Baixo,Brazil,Pernambuco,,-34.78333333,-8.05
Saveiros,Brazil,Pernambuco,,-34.7219,-8.07545
Ilha das Couves - Paredinha das Miriquites,Brazil,Sao Paulo,,-44.85771667,-23.42355556
Baia do Farol,Brazil,Santa Catarina,Bombinhas Florianopolis,-48.36271763,-27.2969976
Ponta do Farol,Brazil,Santa Catarina,Bombinhas Florianopolis,-48.35718155,-27.30200288
Vapor Bahia,Brazil,Pernambuco,,-34.70253333,-7.579766667
Cordilheira do Sul,Brazil,Santa Catarina,Bombinhas Florianopolis,-48.37966919,-27.28522238
Calhau de SÌ£o Pedro,Brazil,Santa Catarina,Bombinhas Florianopolis,-48.422,-27.25115
Parcel de Boi,Brazil,Santa Catarina,Bombinhas Florianopolis,-48.37855339,-27.28911263
Lagoinha,Brazil,Santa Catarina,Bombinhas Florianopolis,-48.48201692,-27.14651474
Parque da Galheta,Brazil,Santa Catarina,Bombinhas Florianopolis,-48.51262629,-27.12598208
Estaleiro,Brazil,Santa Catarina,Bombinhas Florianopolis,-48.52100015,-27.11752636
Sepultura,Brazil,Santa Catarina,Bombinhas Florianopolis,-48.48015547,-27.13990326
Ponta de Porto Belo,Brazil,Santa Catarina,Bombinhas Florianopolis,-48.50674689,-27.11158644
Enseada da Praia Vermelha,Brazil,Rio de Janeiro,Cabo,-41.9929862,-22.98676279
Caverna da Sapata,Brazil,Pernambuco,Fernando de Noronha,-32.47470081,-3.874643215
Pedras Secas,Brazil,Pernambuco,Fernando de Noronha,-32.37345815,-3.850242383
Pirangi,Brazil,Rio Grande do Norte,Natal,-35.11470795,-5.956534082
Saco do Vidal,Brazil,Santa Catarina,Bombinhas Florianopolis,-48.3590591,-27.29759348
Saco do Capim,Brazil,Santa Catarina,Bombinhas Florianopolis,-48.37473392,-27.28323906
Baia do Engenho,Brazil,Santa Catarina,Bombinhas Florianopolis,-48.36756706,-27.29277392
Ilha das Cabras,Brazil,Sao Paulo,,-45.39334059,-23.83018368
Lago Azul Mara Rosa,Brazil,Goias,,-49.27386111,-13.97994444
Santa Catarina,Brazil,Santa Catarina,Bombinhas Florianopolis,-48.37005615,-27.28819729
Batente das Agulhas,Brazil,Rio Grande do Norte,Natal,-35.15693665,-5.623160947
Ilha Escalvada,Brazil,Espirito Santo,Espirito Santo and Guarapari,-40.40701747,-20.69998664
Victory 8B,Brazil,Espirito Santo,Espirito Santo and Guarapari,-40.38985,-20.68986667
Baia Das Tartarugas,Brazil,Santa Catarina,Bombinhas Florianopolis,-48.36899444,-27.28988056
Recanto do campin,Brazil,Santa Catarina,Bombinhas Florianopolis,-48.37106389,-27.28505278
Ilha Grande,Brazil,Rio de Janeiro,Angra dos Reis,-44.33395386,-23.10625998
Saco do OratÌ_rio,Brazil,Sao Paulo,,-45.70471667,-24.11316667
Queimada Grande,Brazil,Sao Paulo,,-46.67201667,-24.481
Corveta V-17 Ipiranga,Brazil,Pernambuco,Fernando de Noronha,-32.47805556,-3.851944444
Laje de Santos State Park,Brazil,Sao Paulo,,-46.18171667,-24.32096667
Stacked Hulls,Canada,Ontario,Lake Ontario,-76.51849851,44.21734935
Windmill Point Park,Canada,Ontario,,-79.00059994,42.88308841
Beachcomber South Wall,Canada,British Columbia,Vancouver Island,-124.212933,49.310835
Beachcomber Deep Wall,Canada,British Columbia,Vancouver Island,-124.220014,49.31581499
Swing Bridge,Canada,Ontario,,-79.25525826,42.9770848
Ontario St Bridge,Canada,Ontario,,-79.25688367,42.97379332
Zealandia Wreck   Grand Narrows,Canada,Nova Scotia,,-60.79737523,45.95888968
Chippawa Creek Leg 1,Canada,Ontario,Lake Ontario,-79.05277937,43.05964535
Chippawa Creek Drift - Leg 2,Canada,Ontario,,-79.060058,43.05269463
Alexandria,Canada,Ontario,Lake Ontario,-79.21115038,43.72869519
P  B  Locke,Canada,Ontario,Lake Ontario,-78.298783,43.916183
Julia B  Merrill,Canada,Ontario,Lake Ontario,-79.445717,43.618983
Glendora,Canada,Ontario,Lake Ontario,-76.6342,44.142633
Lyman Davis,Canada,Ontario,Lake Ontario,-79.4166,43.6022
Seymour Bay,Canada,British Columbia,Lower Mainland,-123.3565853,49.34199115
HMCS Annapolis,Canada,British Columbia,Lower Mainland,-123.3292965,49.4499298
Tuwanek spit,Canada,British Columbia,Lower Mainland,-123.7638523,49.54526665
Confederation Wreck,Canada,Ontario,,-79.74058024,43.24595491
Tiller Wreck,Canada,Ontario,,-79.28458056,43.24615
Sherkston Shores Quarry,Canada,Ontario,,-79.13178853,42.87092507
Welland Scuba Park,Canada,Ontario,,-79.25572268,42.98086036
Sambro Bridge,Canada,Nova Scotia,,-63.59788333,44.48347222
Iona,Canada,Nova Scotia,,-60.80297222,45.9612
Walton Gypsum Quarry,Canada,Nova Scotia,,-63.98764167,45.22663056
Herring Cove - Hebridean Park,Canada,Nova Scotia,,-63.55685528,44.56929504
Hayes Gardens,Canada,Nova Scotia,,-63.5504,44.577025
Prospect - Indian Pt Rd Cove,Canada,Nova Scotia,,-63.79316086,44.47062922
New Harbour,Canada,Nova Scotia,,-64.08943333,44.47345833
Princess Lodge,Canada,Nova Scotia,,-63.65866944,44.69109167
Africville Park,Canada,Nova Scotia,,-63.61545593,44.67605177
Arctic Trader shipwreck,Canada,Nova Scotia,,-62.515953,44.918276
Fox Point Anglican Church,Canada,Nova Scotia,,-64.058663,44.612865
Indian Point,Canada,Nova Scotia,,-63.93544883,44.63324376
Isabells Beach,Canada,Nova Scotia,,-63.57806861,44.47083791
CCG Ready,Canada,British Columbia,Lower Mainland,-123.2082472,49.61937778
Hubbards Shrimp Cannery Beach,Canada,Nova Scotia,,-64.05990525,44.63710563
Lower Prospect Community Wharf,Canada,Nova Scotia,,-63.72609973,44.45103761
Long Cove,Canada,Nova Scotia,,-63.65745664,44.46798401
Aloha- Effie Mai,Canada,Ontario,,-76.56852722,44.16447446
HMCS Chaudriere,Canada,British Columbia,Lower Mainland,-123.81165,49.628233
Costa Rican Trader Shipwreck,Canada,Nova Scotia,,-63.55513841,44.55369729
The fish shack,Canada,Nova Scotia,,-64.04230669,44.5741974
Sandy Cove  Sambro Area,Canada,Nova Scotia,,-63.55861187,44.46941576
Sigma 2,Canada,Quebec,,-77.45867729,48.06821466
The Juno Shipwreck,Canada,Ontario,Lake Ontario,-78.67411494,43.88500351
Cranberry cove,Canada,Nova Scotia,,-63.92152548,44.50027039
Bayswater,Canada,Nova Scotia,,-64.05629444,44.50749444
Whiskey Cove,Canada,British Columbia,Lower Mainland,-122.9268676,49.32218148
Racoon Island,Canada,British Columbia,Lower Mainland,-122.9042244,49.34044758
Belcarra Park,Canada,British Columbia,Lower Mainland,-122.92786,49.31323298
Prospect Community Wharf,Canada,Nova Scotia,,-63.78419638,44.46874965
Lovering Lakes,Canada,Saskatchewan,,-105.626775,50.84122525
East Blue Lake,Canada,Manitoba,,-100.9131575,51.60525123
Power House,Canada,Ontario,,-74.83045578,45.02033781
Knowlton Landing Jetty,Canada,Quebec,,-72.28965282,45.15150725
Canal Soulanges,Canada,Quebec,,-73.96788955,45.3312867
The Robert Gaskin,Canada,Ontario,,-75.67719698,44.58915301
Centeen Park,Canada,Ontario,,-75.67717552,44.59192649
New Bear Cove,Canada,Nova Scotia,,-63.54263663,44.53873352
Mill Cove,Canada,Nova Scotia,,-64.06153679,44.58754845
Fox Point Beach,Canada,Nova Scotia,,-64.06095743,44.59662507
Baie DorÌ©e,Canada,Quebec,,-75.06649017,45.98241089
Kinghorn,Canada,Ontario,,-75.93171716,44.37659292
Vermont,Canada,Quebec,,-73.32974911,45.0648219
Ivy Lea Campground Beach,Canada,Ontario,,-75.98160625,44.36531911
Ash Island Barge,Canada,Ontario,,-75.99672318,44.35810886
Eastcliffe Hall,Canada,Ontario,,-75.10073662,44.9243991
Sandy Cove  Terence Bay,Canada,Nova Scotia,,-63.70820001,44.46183669
Eagle Island,Canada,British Columbia,Vancouver Island,-125.9157443,49.24231496
North Dunlap Island,Canada,British Columbia,Vancouver Island,-125.9424698,49.22083467
MV Gulfstream,Canada,British Columbia,Lower Mainland,-124.7225261,49.94609734
April Point,Canada,British Columbia,,-125.2370167,50.06314488
Gladstone,Canada,Ontario,,-82.40883887,43.00572594
Monarch,Canada,Ontario,,-82.42405772,42.99603164
George T Davie,Canada,Ontario,Lake Ontario,-76.56921387,44.09448945
Cornwall,Canada,Ontario,Lake Ontario,-76.6557312,44.11864858
Black Rock Beach,Canada,Nova Scotia,,-63.56405675,44.62431222
Paddys Head,Canada,Nova Scotia,,-63.94830197,44.52637232
Peggys Cove,Canada,Nova Scotia,,-63.91880572,44.49220812
Fergusons Cove,Canada,Nova Scotia,,-63.55721176,44.60306494
Portugal Cove - St  Phillip s,Canada,,,-52.85951614,47.62745451
Wall Beach,Canada,British Columbia,Vancouver Island,-124.2161465,49.30365675
The Rothesay,Canada,Ontario,,-75.52838266,44.70025227
Lookout Point,Canada,British Columbia,Lower Mainland,-123.2891214,49.37579639
Copper Cove Road,Canada,British Columbia,Lower Mainland,-123.2798249,49.37833206
Parliament Rock,Canada,Nova Scotia,,-63.51880789,44.5034001
Cross Island,Canada,Nova Scotia,,-64.20055556,44.31444444
Big Duck Island,Canada,Nova Scotia,,-64.14898333,44.34148333
Ovens point - Rose Bay,Canada,Nova Scotia,,-64.25805556,44.31527778
Bush Island,Canada,Nova Scotia,,-64.36916667,44.23944444
Hell Rackets,Canada,Nova Scotia,,-64.20666667,44.39333333
Second Penninsula,Canada,Nova Scotia,,-64.27916667,44.40583333
Wee Hawk,Canada,Ontario,,-75.39972222,44.77694444
Bergeronne Trader,Canada,Quebec,,-69.41388889,48.31805556
Bassin de Montreal,Canada,Quebec,,-73.54972243,45.55959447
Cedar Hill,Canada,Ontario,,-81.00798547,44.80631293
Gullivers Lake,Canada,Ontario,,-80.02077162,43.35977484
Innerkip Quarry,Canada,Ontario,,-80.69659442,43.20085885
McCurdy Point,Canada,British Columbia,Vancouver Island,-123.5201667,48.56096667
Little Group Islands,Canada,British Columbia,Vancouver Island,-123.3666667,48.67166667
Johnstone Reef,Canada,British Columbia,Vancouver Island,-123.2716667,48.47833333
Joan Rock,Canada,British Columbia,Vancouver Island,-123.3166667,48.69
Imrie Island,Canada,British Columbia,Vancouver Island,-123.3316667,48.695
Christe Islet,Canada,British Columbia,Lower Mainland,-123.3019444,49.49944444
Graham s Wall,Canada,British Columbia,Vancouver Island,-123.3216667,48.67
Fulford Reef,Canada,British Columbia,Vancouver Island,-123.24,48.44666667
Esquimalt Lagoon,Canada,British Columbia,Vancouver Island,-123.4583333,48.42833333
Dyer Rocks,Canada,British Columbia,Vancouver Island,-123.4833333,48.62333333
Cooper Reef,Canada,British Columbia,Vancouver Island,-123.275,48.67
Chain Islet,Canada,British Columbia,Vancouver Island,-123.2666667,48.42166667
Canoe Rock,Canada,British Columbia,Vancouver Island,-123.3383333,48.73333333
Burial Islet,Canada,British Columbia,Vancouver Island,-123.5616667,48.77
Brotchie Ledge Wreck,Canada,British Columbia,Vancouver Island,-123.3866667,48.40666667
Brinn Rock,Canada,British Columbia,Vancouver Island,-123.22,48.425
Bold Bluff Point,Canada,British Columbia,Vancouver Island,-123.5533333,48.78833333
Beechey Head,Canada,British Columbia,Vancouver Island,-123.6533333,48.31333333
Arbutus Island,Canada,British Columbia,Vancouver Island,-123.435,48.70666667
Arachne Reef,Canada,British Columbia,Vancouver Island,-123.2933333,48.685
Wexford Wreck,Canada,Ontario,Lake Huron,-81.88833333,43.4005
Wawinet Wreck,Canada,Ontario,Lake Huron,-79.86825,44.82145
North Wind Wreck,Canada,Ontario,Lake Huron,-82.20236667,46.06018333
Michigan,Canada,Ontario,Lake Huron,-80.20416667,44.91611667
Marquette Wreck,Canada,Ontario,Lake Huron,-80.15686667,44.9113
Mapledawn Wreck,Canada,Ontario,Lake Huron,-80.24381667,44.86746667
Lottie Wolf Wreck,Canada,Ontario,Lake Huron,-80.16283333,44.9172
Panther Wreck,Canada,Ontario,Lake Superior,-84.80805,46.64445
Edmund Fitzgerald Wreck,Canada,Ontario,Lake Superior,-85.11,46.9985
Sligo Wreck,Canada,Ontario,Lake Ontario,-79.45146667,43.615
Olive Branch Wreck,Canada,Ontario,Lake Ontario,-76.73666667,43.93166667
Munson Wreck,Canada,Ontario,Lake Ontario,-76.60765,44.20888333
Katie Eccles Wreck,Canada,Ontario,Lake Ontario,-76.74215,44.00966667
George A  Marsh Wreck,Canada,Ontario,Lake Ontario,-76.6028,44.12683333
Frontenac Wreck,Canada,Ontario,Lake Ontario,-76.60201667,44.01871667
Wilma Wreck,Canada,Ontario,Lake Erie,-80.03446667,42.70283333
Willis Wreck,Canada,Ontario,Lake Erie,-82.1686,41.94111667
Trade Wind Wreck,Canada,Ontario,Lake Erie,-80.20093333,42.42526667
Tasmania Wreck,Canada,Ontario,Lake Erie,-82.50528333,41.79166667
Specular Wreck,Canada,Ontario,Lake Erie,-82.53616667,41.82288333
Raleigh Wreck,Canada,Ontario,Lake Erie,-79.15423333,42.86541667
Pascal P  Pratt Wreck,Canada,Ontario,Lake Erie,-80.09048333,42.56136667
Nimrod Wreck,Canada,Ontario,Lake Erie,-81.005,42.37666667
M  I  Wilcox Wreck,Canada,Ontario,Lake Erie,-82.94083333,41.9805
Merida Wreck,Canada,Ontario,Lake Erie,-81.34648333,42.23258333
Lycoming Wreck,Canada,Ontario,Lake Erie,-81.88973333,42.2513
Little Wissahickon,Canada,Ontario,Lake Erie,-81.94635,41.9
George Worthington Wreck,Canada,Ontario,Lake Erie,-82.855,41.945
Frank E  Vigor Wreck,Canada,Ontario,Lake Erie,-81.95403333,41.95908333
